Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
SMARTSHEET INC,SMAR,Common,506100,506100,18235000,18235000,0.11,,Hist,09/30/2019
TWILIO INC,TWLO,CL A,15835,15835,1741000,1741000,0.01,,Hist,09/30/2019
StoneCo Ltd.,STNE,Common,0,-2528303,0,-74787000,0.00,0.00,Hist,09/30/2019
WYNN RESORTS LTD,WYNN,Common,0,-5406697,0,-670376000,0.00,0.00,Hist,09/30/2019
ADOBE SYSTEMS INC,ADBE,Common,3743938,-784261,1103151000,-103569000,6.86,0.77,Hist,06/30/2019
Alibaba Group Holding Ltd,BABA,SPONSORED ADS,5875662,235328,995631000,-33448000,6.19,,Hist,06/30/2019
"Quintiles IMS Holdings, Inc.",IQV,COM,6185907,-1522232,995312000,-113504000,6.19,3.14,Hist,06/30/2019
MICROSOFT CORP,MSFT,Common,7384511,-1650520,989229000,-76363000,6.15,0.10,Hist,06/30/2019
UNITEDHEALTH GROUP INC,UNH,Common,3772254,197536,920468000,36583000,5.72,0.40,Hist,06/30/2019
AMAZON COM INC,AMZN,Common,466511,-185150,883399000,-277046000,5.49,0.09,Hist,06/30/2019
UNION PACIFIC CORP,UNP,Common,4930899,1617445,833864000,279854000,5.18,0.70,Hist,06/30/2019
TransDigm Group INC,TDG,Common,1585504,-75749,767067000,12875000,4.77,2.98,Hist,06/30/2019
WYNN RESORTS LTD,WYNN,Common,5406697,-548800,670376000,-40234000,4.17,5.02,Hist,06/30/2019
AUTODESK INC,ADSK,Common,3989892,549792,649953000,113917000,4.04,1.82,Hist,06/30/2019
CANADIAN PACIFIC RAILWAY LTD/CN,CP,Common,2706006,-513430,636561000,-26739000,3.96,1.94,Hist,06/30/2019
TIFFANY & CO,TIF,Common,6570002,-206000,615215000,-99992000,3.82,5.41,Hist,06/30/2019
Booking Holdings Inc.,BKNG,COMMON STOCK,321396,0,602524000,41717000,3.75,0.74,Hist,06/30/2019
Facebook Inc,FB,Common,3002136,-1838547,579412000,-227481000,3.60,,Hist,06/30/2019
HORTON D R INC /DE/,DHI,Common,12430413,5862601,536124000,264348000,3.33,3.33,Hist,06/30/2019
"Activision Blizzard, Inc.",ATVI,STOCK,10324534,10324534,487318000,487318000,3.03,1.35,Hist,06/30/2019
SHOPIFY INC.,SHOP,Common,1502771,1462771,451057000,442792000,2.80,,Hist,06/30/2019
SALESFORCE COM INC,CRM,Common,2941733,981520,446349000,135910000,2.77,0.38,Hist,06/30/2019
Mastercard Inc,MA,CL A,1670957,-1120530,442018000,-215238000,2.75,,Hist,06/30/2019
S&P Global Inc.,SPGI,COM,1930511,-1160850,439751000,-211135000,2.73,0.78,Hist,06/30/2019
"ServiceNow, Inc.",NOW,COM,1311525,-394369,360105000,-60381000,2.24,0.70,Hist,06/30/2019
DOMINOS PIZZA INC,DPZ,Common,1247255,1247255,347086000,347086000,2.16,3.03,Hist,06/30/2019
MERCADOLIBRE INC,MELI,Common,476373,-190833,291431000,-47330000,1.81,1.05,Hist,06/30/2019
"Square, Inc.",SQ,Common,3314831,3194831,240425000,231435000,1.49,,Hist,06/30/2019
Sea Ltd,SE,SPONSORED ADS,6134122,-1129100,203776000,32945000,1.27,,Hist,06/30/2019
WORLD WRESTLING ENTERTAINMENTINC,WWE,CLA,2692308,2535217,194412000,180780000,1.21,,Hist,06/30/2019
"Uber Technologies, Inc",UBER,Common Stock,3001420,3001420,125199000,125199000,0.78,,Hist,06/30/2019
"Chewy, Inc.",CHWY,Common,3292923,3292923,115252000,115252000,0.72,,Hist,06/30/2019
Coupa Software Inc,COUP,COM,652824,652824,82654000,82654000,0.51,1.06,Hist,06/30/2019
StoneCo Ltd.,STNE,Common,2528303,450000,74787000,-10652000,0.46,,Hist,06/30/2019
Atlassian Corp Plc,TEAM,Common,37900,37900,4959000,4959000,0.03,,Hist,06/30/2019
Alphabet Inc.,GOOG,COM,0,-444419,0,-521441000,0.00,0.00,Hist,06/30/2019
"CONSTELLATION BRANDS, INC.",STZ,CL A,0,-4932455,0,-864807000,0.00,0.00,Hist,06/30/2019
CSX CORP,CSX,Common,0,-7998686,0,-598462000,0.00,0.00,Hist,06/30/2019
ADOBE SYSTEMS INC,ADBE,Common,4528199,-599600,1206720000,46607000,7.05,0.93,Hist,03/31/2019
AMAZON COM INC,AMZN,Common,651661,-90000,1160445000,46492000,6.78,0.13,Hist,03/31/2019
"Quintiles IMS Holdings, Inc.",IQV,COM,7708139,0,1108816000,213361000,6.48,3.90,Hist,03/31/2019
