Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,4912,-72,1199122000,121482000,10.15,0.00,Hist,12/31/2016
NESTLE SA,NSRGY,Common,15929649,113048,1142793000,-106187000,9.67,,Hist,12/31/2016
Mastercard Inc,MA,CL A,9603214,-171918,991532000,-3283000,8.39,0.88,Hist,12/31/2016
Philip Morris International Inc.,PM,Common,10363811,49798,948185000,-54543000,8.02,0.67,Hist,12/31/2016
WELLS FARGO & COMPANY/MN,WFC,Common,14639845,-1168713,806802000,106799000,6.83,0.29,Hist,12/31/2016
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Com,11910471,-21426,790438000,61773000,6.69,,Hist,12/31/2016
HEINEKEN HOLDING N V,HKHHF,Common,10857060,48153,757401000,-109655000,6.41,,Hist,12/31/2016
PERNOD RICARD S A /FI,PDRDF,Common,6228340,-68074,676314000,-69133000,5.72,,Hist,12/31/2016
UNILEVER N V,UN,N Y SHS NEW,15248821,926161,626117000,-34158000,5.30,,Hist,12/31/2016
BERKSHIRE HATHAWAY INC,BRK/B,Common,2562032,-29469,417560000,43166000,3.53,0.20,Hist,12/31/2016
MARTIN MARIETTA MATERIALS INC,MLM,Common,1814339,-254997,401931000,31292000,3.40,2.86,Hist,12/31/2016
"ALTRIA GROUP, INC.",MO,Common,5496944,-396390,371703000,-933000,3.15,0.28,Hist,12/31/2016
SWATCH GROUP,SWGAF,Common,1016384,38810,316711000,39695000,2.68,,Hist,12/31/2016
BRITISH AMERICAN TOBACCO PLC /ADR/,BTAFF,Common,5142295,84346,293654000,-30261000,2.48,,Hist,12/31/2016
COMCAST CORP,CMCSA,Common,3620913,-159250,250024000,-752000,2.12,0.15,Hist,12/31/2016
DIAGEO PLC,DGEAF,Common,9286040,-64991,242108000,-26401000,2.05,,Hist,12/31/2016
BROWN FORMAN CORP,BF.A,CL A,4640083,-89631,214604000,-20699000,1.82,2.74,Hist,12/31/2016
JCDECAUX SA /FI,JCDXF,Common,6946556,655460,204640000,1167000,1.73,,Hist,12/31/2016
"Scripps Networks Interactive, Inc.",SNI,Common,1165551,-12505,83185000,8390000,0.70,1.22,Hist,12/31/2016
BROWN FORMAN CORP,BF.B,CL B,1263411,7642,56752000,-2822000,0.48,0.75,Hist,12/31/2016
DIAGEO PLC,DEO,SPON ADR NEW,479721,-2298,49862000,-6071000,0.42,,Hist,12/31/2016
VISA INC.,V,CL A,540034,-1980,42133000,-2692000,0.36,0.03,Hist,12/31/2016
Anheuser-Busch InBev SA/NV,BUD,ADR,171291,-6420874,18061000,-848215000,0.15,,Hist,12/31/2016
EXXON MOBIL CORP,XOM,Common,159985,-3330,14440000,186000,0.12,0.00,Hist,12/31/2016
AMERICAN EXPRESS CO,AXP,Common,158633,2995,11752000,1785000,0.10,0.02,Hist,12/31/2016
MARKEL CORP,MKL,Common,11762,-225,10639000,-494000,0.09,0.08,Hist,12/31/2016
CRANE CO /DE/,CR,Common,135473,-18268,9770000,83000,0.08,0.23,Hist,12/31/2016
