Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
Philip Morris International Inc.,PM,Common,7769398,246358,454743000,33302000,17.31,,Hist,12/31/2010
BERKSHIRE HATHAWAY INC,BRK.A,Common,3470,78,417961000,-4343000,15.91,,Hist,12/31/2010
WELLS FARGO & COMPANY/MN,WFC,Common,6610717,417580,204866000,49325000,7.80,,Hist,12/31/2010
UNILEVER N V,UN,N Y SHS NEW,5915512,599776,185747000,26913000,7.07,,Hist,12/31/2010
"ALTRIA GROUP, INC.",MO,Common,6742304,178153,165996000,8325000,6.32,,Hist,12/31/2010
COMCAST CORP,CMCSK,Common,7346312,-265286,152877000,23404000,5.82,,Hist,12/31/2010
MARTIN MARIETTA MATERIALS INC,MLM,Common,1504346,51091,138761000,26904000,5.28,,Hist,12/31/2010
Mastercard Inc,MA,CL A,597372,90545,133877000,20348000,5.10,,Hist,12/31/2010
Anheuser-Busch InBev SA/NV,BUD,ADR,2188980,751063,124969000,40491000,4.76,,Hist,12/31/2010
BROWN FORMAN CORP,BF.A,CL A,1569066,48269,108921000,15301000,4.15,,Hist,12/31/2010
"Scripps Networks Interactive, Inc.",SNI,Common,1671323,-149504,86491000,-144000,3.29,,Hist,12/31/2010
Graham Holdings Co,WPO,Cl B,134968,382,59318000,5563000,2.26,,Hist,12/31/2010
HASBRO INC,HAS,Common,942169,-18177,44452000,1707000,1.69,,Hist,12/31/2010
DIAGEO PLC,DEO,SPON ADR NEW,471412,-4347,35040000,2208000,1.33,,Hist,12/31/2010
ABBOTT LABORATORIES,ABT,Common,431820,4800,20688000,-1620000,0.79,,Hist,12/31/2010
MILLER HERMAN INC,MLHR,Common,592441,-87390,14989000,1610000,0.57,,Hist,12/31/2010
EXXON MOBIL CORP,XOM,Common,193719,-3300,14165000,1991000,0.54,,Hist,12/31/2010
PROCTER & GAMBLE Co,PG,Common,195606,-10509,12583000,222000,0.48,,Hist,12/31/2010
MARKEL CORP,MKL,Common,29174,-2810,11032000,11000,0.42,,Hist,12/31/2010
GOLDMAN SACHS GROUP INC,GS,Common,58700,5100,9871000,2122000,0.38,0.01,Hist,12/31/2010
BROWN FORMAN CORP,BF.B,CL B,117051,-45510,8149000,-1871000,0.31,,Hist,12/31/2010
PEPSICO INC,PEP,Common,124412,-1792,8128000,-257000,0.31,,Hist,12/31/2010
CRANE CO /DE/,CR,Common,195097,-1900,8013000,539000,0.31,,Hist,12/31/2010
MCCORMICK & CO INC,MKC,Common,145000,-3200,6747000,517000,0.26,,Hist,12/31/2010
HORMEL FOODS CORP /DE/,HRL,Common,130833,-146233,6706000,-5651000,0.26,,Hist,12/31/2010
CHEVRON CORP,CVX,Common,67842,1125,6191000,784000,0.24,,Hist,12/31/2010
STAPLES INC,SPLS,Common,253980,-13650,5783000,184000,0.22,0.04,Hist,12/31/2010
MICROSOFT CORP,MSFT,Common,194747,-11875,5435000,375000,0.21,0.00,Hist,12/31/2010
