Name,Ticker,Class,Shares,Change,Value,Change,% Port,% OS,Hist,Date
BERKSHIRE HATHAWAY INC,BRK.A,Common,2991,136,249748500000,1363500000,,,Hist,06/30/2005
"ALTRIA GROUP, INC.",MO,Common,3696566,166355,239019958000,8179461000,,,Hist,06/30/2005
NESTLE SA,NSRGY,Common,2876497,180877,183923218000,-565015000,,,Hist,06/30/2005
HEINEKEN HOLDING N V,HKHHF,Common,5441526,5441526,152145067000,152145067000,,,Hist,06/30/2005
MARTIN MARIETTA MATERIALS INC,MLM,Common,2134757,6557,147554404000,28545460000,,,Hist,06/30/2005
WELLS FARGO & COMPANY/MN,WFC,Common,2322609,86724,143026262000,9320339000,,,Hist,06/30/2005
COMCAST CORP,CMCSK,Common,4603507,144325,137875035000,-11240011000,,,Hist,06/30/2005
Graham Holdings Co,WPO,Cl B,155999,5287,130263845000,-4472683000,,,Hist,06/30/2005
E.W. SCRIPPS Co,SSP,Common,2525989,84969,123268263000,4268538000,,,Hist,06/30/2005
H&R BLOCK INC,HRB,Common,2109843,42486,123109339000,18542422000,,,Hist,06/30/2005
UST INC,UST,Common,2562681,138469,117012014000,-8319746000,,,Hist,06/30/2005
AMERICAN INTERNATIONAL GROUP INC,AIG,Common,1921398,215069,111633224000,17085534000,,,Hist,06/30/2005
TELEGRAAF MEDIA GROEP NV,TGRAF,Common,5051781,44768,111290735000,-17940271000,,,Hist,06/30/2005
COMPAGNIE FINANCIERE RICHEMONT AG /FI,CFRHF,Common,3193534,127369,107334678000,11026435000,,,Hist,06/30/2005
HASBRO INC,HAS,Common,4631431,152220,96287450000,4687585000,,,Hist,06/30/2005
BROWN FORMAN CORP,BF.A,CL A,1464846,61978,93750144000,16522261000,,,Hist,06/30/2005
DIAGEO PLC,DGEAF,Common,5952346,263856,87856627000,7705803000,,,Hist,06/30/2005
CITIGROUP INC,C,Common,1862508,99536,86103745000,6875783000,,,Hist,06/30/2005
MCCLATCHY CO,MNI,CL A,1108371,83829,72531798000,-3448237000,,,Hist,06/30/2005
